item_id,capture_state,import_batch,source_file,source_sheet,source_row_id,composer,composer_source,conductor,conductor_source,musicians,musicians_source,title,title_source,label_raw,label_raw_source,catno_raw,catno_raw_source,year_recorded,year_recorded_source,year_released,year_released_source,format,format_source,track_listing,track_listing_source,discogs_id,discogs_id_source,ai_rating,ai_rating_source,ai_rating_confidence,ai_rating_confidence_source,ai_track_listing,ai_track_listing_source,ai_track_listing_confidence,ai_track_listing_confidence_source,ai_remarks,ai_remarks_source,ai_critical_notes,ai_critical_notes_source,ai_sources,ai_sources_source,qualifier_raw,combined_raw,split_outcome,split_reason,discogs_url,discogs_found,discogs_confidence_legacy,discogs_score_legacy,confirmed,decision_eligible
DG-0169,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,169,Unknown,legacy,Sir Malcolm Sargent,legacy,Sir Malcolm Sargent; BBC Symphony Orchestra; Joan Hammond; Shura Cherkassky,discogs,An Evening at the Proms,legacy,Classics For Pleasure,discogs,CFP 154,legacy,1959,legacy,1972,legacy,Stereo,legacy,"A1 Overture 'Di Ballo'
A2 Tatiana's Letter Scene
A3 Slavonic Dance No. 10in E minor, Op. 72 No. 2
B1 Fete Polonaise
B2 Andante cantabile
B3 Scherzo
B4 Pomp and Circumstance March No. 1 in D major, Op. 39",discogs,7275586,discogs,,,,,,,,,,,,,,,,Classics For Pleasure CFP 154,split,already-separate-in-source,https://www.discogs.com/release/7275586,yes,Exact,128,no,no
DG-0170,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,170,Unknown,legacy,Anatole Fistoulari,legacy,Royal Philharmonic Orchestra; Anatole Fistoulari,discogs,Dancing Strings,legacy,RCA,discogs,RDS 6036,legacy,1963,legacy,1963,legacy,Stereo,legacy,"A1 Coppelia Waltz
A2 Dance from Suite No. 2
A3 Dance of the Blessed Spirits
A4 Scarf Dance
B1 Spanish Dance
B2 'Chopin'
B3 Skaters Waltz
B4 Rosamunde
B5 Cossack Dance",discogs,33327081,discogs,,,,,,,,,,,,,,,,RCA RDS 6036,split,already-separate-in-source,https://www.discogs.com/release/33327081,yes,Exact,138,no,no
DG-0171,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,171,Unknown,legacy,Unknown,legacy,Various,discogs,Stereo Spectacular,legacy,Reader's Digest,discogs,RDS 9011,legacy,Various/unknown,legacy,1975,legacy,Stereo,legacy,"Light Classical Spectacular
A1 Anvil Chorus From Il Trovatore
A2 Flight Of The Bumble-Bee
A3 Slavonic Dance No. 1
A4 18th Variation From Rhapsody On A Theme Of Paganini
A5 Marche Slave
B1 Miller's Dance/Final Dance
B2 Prelude To Act 3 Of 'Lohengrin'
B3 'Romeo And Juliet' Fantasy Overture - Love Theme
B4 Hungarian Dance No. 5
Swing Spectacular
C1 Flying Home
C2 Georgia On My Mind
C3 Light My Fire
C4 Hawaiian War Chant
C5 Lullaby Of Birdland
C6 In The Mood
D1 Baubles, Bangles And Beads
D2 Jumpin' At The Woodside
D3 Opus One
D4 Night And Day
D5 At The Woodchopper's Ball
D6 Intermission Riff
Silver Screen Spectacular
E1 Goldfinger
E2 Elvira Madigan
E3 Smile
E4 The Magnificent Seven
E5 The Man With The Golden Arm
E6 On The Waterfront - Theme
F1 Moonglow/Theme From 'Picnic'
F2 This Is My Song
F3 The Good, The Bad And The Ugly
F4 'Love Story' - Theme
F5 'Lawrence Of Arabia' - Theme
F6 The Night They Invented Champagne/ Thank Heaven For Little Girls - From 'Gigi'
Holiday Spectacular
G1 The Breeze And I
G2 Blue Hawaii
G3 Forgotten Dreams
G4 Arrivederci Roma
G5 I Love Paris
G6 Bugler's Holiday
H1 I Got The Sun In The Morning
H2 Granada
H3 April In Portugal
H4 Over The Rainbow
H5 Lorelei
H6 South Of The Border
Broadway Spectacular
I1 There's No Business Like Show Business
I2 Seventy-Six Trombones
I3 Hello, Dolly!
I4 Everything's Coming Up Roses
I5 Ol' Man River
I6 The Carousel Waltz
J1 Good Morning Starshine
J2 People
J3 If Ever I Would Leave You
J4 The Impossible Dream
J5 I Have Dreamed
J6 The Sound Of Music
Viennese Spectacular
K1 The Blue Danube
K2 Roses From The South
K3 Tales From The Vienna Woods
K4 Kiss Waltz
K5 Lagoon Waltz
K6 Wine, Women And Song
L1 Radetzky March
L2 Schön Rosmarin
L3 Vilja
L4 Explosions Polka
L5 Die Fledermaus Overture
L6 Morning, Noon And Night In Vienna
Country Spectacular
M1 Oh, Lonesome Me
M2 I Walk The Line
M3 Riders In The Sky
M4 Green, Green Grass Of Home
M5 Your Cheatin' Heart
M6 I Can't Stop Lovin' You
N1 The Yellow Rose Of Texas
N2 Ode To Billy Joe
N3 Lovesick Blues
N4 El Paso
N5 Little Green Apples
N6 Shenandoah
Finale Spectacular
O1 The Fool On The Hill
O2 The Girl From Ipanema
O3 Hey Jude
O4 Delicado
O5 How High The Moon
O6 Amazing Grace
P1 'West Side Story' - Selection
P2 Softly, As In A Morning Sunrise
P3 Bullfight/ Toreador's Song From 'Carmen'
P4 Pizzicato Polka
P5 Song Of The Volga Boatmen
P6 'Limelight' - Theme
The Four Seasons Of Melody
Q1 I'll Remember In April
Q2 Rhythm Of The Rain
Q3 Cast Your Fate To The Winds
Q4 April In Paris
Q5 The Summer Knows
Q6 Green Leaves Of Summer
Q7 Red Sails In The Sunset
Q8 Summer Samba
R1 Autumn Leaves
R2 Stardust
R3 Early Autumn
R4 September Song
R5 Christmas Sleigh Bells
R6 Song Of The Snow
R7 Winter Wonderland
R8 Sleigh Ride
Flexi-disc Brian Matthew Introduces Excerpts From Million Dollar Memories",discogs,18382135,discogs,,,,,,,,,,,,,,,,Reader's Digest RDS 9011,split,already-separate-in-source,https://www.discogs.com/release/18382135,yes,Exact,120,no,no
DG-0172,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,172,Unknown,legacy,Unknown,legacy,Harry Mudd (Engineer [Recording Engineer]); James Galway (Flute); David Lumsden (Harpsichord); Anthony Camden (Oboe); Anthony Camden (Producer); David Lumsden (Producer); Brian Hawkins (Viola); Jane Ryan (Viola [Viola Da Gamba]); John Georgiadis (Violin); The London Virtuosi,discogs,Serenade For Flute,legacy,Classics For Pleasure,discogs,CFP 40318,legacy,Unknown,legacy,c.1972,legacy,Stereo,legacy,"Serenade In D, For Flute, Violin And Viola, Op. 25
Sonata In E Major, For Flute And Continuo (BWV 1035)
Trio Sonata In E Minor, For Flute, Oboe And Continuo",discogs,3549490,discogs,,,,,,,,,,,,,,,,Classics For Pleasure CFP 40318,split,already-separate-in-source,https://www.discogs.com/release/3549490,yes,Exact,120,no,no
DG-0173,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,173,Unknown,legacy,rene,legacy,Henri René And His Orchestra,discogs,Romantic Gypsy Violins,legacy,Reader's Digest,discogs,RDS6028,legacy,1963,legacy,1963,legacy,Stereo,legacy,"A1 Play Gypsies! Dance Gypsies!
A2 Gypsy Love Song
A3 Tears Of Love
A4 La Cumparsita
A5 Love's Last Word
A6 Dark Eyes
B1 Play, Fiddle, Play
B2 Zigeuner
B3 Yours Is My Heart Alone
B4 Estrelita
B5 My Prayer
B6 Two Guitars",discogs,3123851,discogs,,,,,,,,,,,,,,,,Reader's Digest RDS6028,split,already-separate-in-source,https://www.discogs.com/release/3123851,yes,Exact,128,no,no
DG-0174,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,174,Various,legacy,Robinson,legacy,Eric Robinson (5),discogs,Eric Robinson Presents Music For You,legacy,Reader's Digest,discogs,RDM2321-30,legacy,1968,legacy,1968,legacy,Mono,legacy,"A1 Champagne Galop
A2 Ballet Egyptian
A3 New Pizzicato Polka
A4 Grand March from Tannhauser
A5 Song Without Words
A6 Jesu, Joy Of Man's Desiring
B1 The Grenadiers Waltz
B2 Dance Of The Nymphs And Reapers
B3 Cow-Keeper's Tune and Peasant Dance
B4 Musical Snuffbox
B5 Bohemian Festival
C1 Overture, The Journey To Rheims
C2 Nocturne
C3 Arrival Of The Queen Of Sheba
C4 Rule, Britannia
C5 Jerusalem
D1 Cockaigne Overture
D2 Fantasia On Greensleeves
D3 Marching Song
D4 March From Things To Come
E1 On With The Motley From I Pagliacci
E2 My Name Is Mini From La Boheme
E3 None Shall Sleep From Turandot
E4 Swear In This Hour From The Force Of Destiny
E5 Where Are The Beautiful Hours From The Marriage Of Figaro
E6 Enemy Of My Country From Andrea Chenier
F1 One Fine Day From Madam Butterfly
F2 Toreador Song From Carmen
F3 Barcarolle From Tales Of Hoffman
F4 Prelude To Act III Of Tosca
F5 Softly Awakes My Heart From Samson And Delilah
G1 Ballet Suite From Coppelia
G2 Ballet Suite From Sylvia
H1 Ballet Suite From The Sleeping Beauty
I1 Capriccio Espagnol
I2 March Of The Golden Cockerel
J1 The Great Gate Of Kiev from Pictures At An Exhibition
J2 Song Of India From Sadko
J3 Polonaise From Eugene Onegin
J4 Khovanshchina - Introduction
J5 Dance Of The Tumblers From The Snow Maiden
K1 Flight Of The Bumble-Bee
K2 Artist's Life Waltz
K3 Spinning Song
K4 Hungarian Rhapsody No.6
L1 Impromptu In G
L2 Liebeslieder Waltz No.6
L3 Concert Etude In D Flat (Un Sospiro)
L4 Evening In Vienna
L5 Melody In F
L6 Spring Song
M1 Pavane
M2 Toy Trumpet
M3 War March Of The Priests
M4 Hoe Down
M5 The Little Train Of The Brazilian Countryman
M6 Sabre Dance
N1 In A Clock Store
N2 Fossils from Carnival Of The Animals
N3 Elephants From Carnival Of The Animals
N4 March Of The Toys From Babes In Toyland
N5 Hunt In The Black Forest
O1 On The Wings Of Song
O2 Springtime
O3 Who Is Sylvia?
O4 Romance
O5 Ave Maria
P1 Valse Sentimentale
P2 Lullaby
P3 Eros
P4 Plaisir D'Amour
P5 Dedication
P6 A Swan
Q1 La Belle Helene Overture
Q2 Marche Joyeuse
Q3 Solveig's Song From Peer Gynt
Q4 Coronation March From The Prophet
R1 Overture To Mignon
R2 Meditation From Thais
R3 Dance From William Tell (Passo A Sei)
S1 Paris By Night
T1 Midsummer Night's Dream Overture
T2 Scherzo From Octet For Strings
T3 Oberon Overture",discogs,25815499,discogs,,,,,,,,,,,,,,,,Reader's Digest RDM2321-30,split,already-separate-in-source,https://www.discogs.com/release/25815499,yes,Label+Cat,58,no,no
DG-0175,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,175,Various,legacy,Various,legacy,Various,discogs,Classics By Candlelight,legacy,Stylus Music Ltd.,discogs,SMR 737,legacy,Various/unknown,legacy,1987,legacy,Stereo,legacy,"A1 Air From Suite No 3 In D
A2 Andante From Brandenburg Concerto No 5 In D
A3 1st Movement From Moonlight Sonata
A4 Romance For Violin And Orchestra No 1
B1 Adantane From Symphony No 3 In F Major
B2 Prelude In D Flat Op 28 No 15 ""Raindrop""
C1 Clair De Lune
C2 Arabesque
C3 La Fille Aux Cheveux De Lin
C4 Largo from Symphony No 9 in E Minor (Extract)
C5 Adagio Ma Non Troppo From Cello Concerto In B Minor (Extract)
D1 Ballet Music From Faust No 1 (extract)
D2 Ballet Music From Faust No 2 (Extract)
D3 Ballet Music From Faust No 3 (Extract)
D4 From Peer Gynt ""Morning""
D5 From Peer Gynt ""Anitra's Dance""
D5 From Peer Gynt ""Solveig's Song""
E1 Air From Water Music
E2 Andante from Concerto Gross Op 3 No 1
E3 Andante from Symphony No 73 ""La Chasse""
E4 Rondo Allegro From Concerto In D Major For Cello
E5 Minuet & Trio From Symphony No 83 ""La Poule""
F1 Liebestraume No 3 In A Flat
F2 Adagio From Piano Concerto No 1 In E Flat (Extract)
F3 Andante from Symphony No 4 in E Flat (Extract)
F4 ""Spring Song""- Song Without Words Op 62 No 6
F5 Adagio From Symphony No 3 In A Minor (Extract)
G1 Andante from Piano Concerto No 21
G2 Romanze From ""Eine Kleine Nachtmusik""
G3 Andantino from ""Rosamunde""
G4 Impromptu No 4 In A Flat (Extract)
H1 Roses From The South- Waltz
H2 Pizzicato Polka
H3 Waltz From The Sleeping Beauty
H4 Dance Of The Sugar Plum Fairy From The Nutcracker Suite
H5 Waltz Of The Flowers From The Nutcracker Suite",discogs,9683715,discogs,,,,,,,,,,,,,,,,Stylus Music Ltd. SMR 737,split,already-separate-in-source,https://www.discogs.com/release/9683715,yes,Exact,146,no,no
DG-0176,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,176,Unknown,legacy,Gamely,legacy,London Philharmonic Orchestra,discogs,Classical Gold,legacy,Ronco,discogs,RTD-4 2020,legacy,Various/unknown,legacy,1976,legacy,Stereo,legacy,"Concert Favorites
A1 Theme From '2001' (Also Sprach Zarathustra)
A2 Pomp & Circumstance (Land Of Hope & Glory) No. I.
A3 Bolero
A4 18th Variation From A Rhapsody On The Theme Of Paganini
A5 Polovtsian Dances (From 'Prince Igor')
B1 March Of The Toreadors (From 'Carmen')
B2 Anvil Chorus (From 'Il Trovatore')
B3 Hall Of The Mountain King (From 'Peer Gunt Suite')
B4 Lohengrin (Overture)
B5 Hallelujah Chorus (From 'The Messiah')
B6 Hungarian Rhapsody No. 2
B7 Czardas (From 'Coppelia')
Waltzes & Serenades
C1 Blue Danube
C2 Waltz Of The Flowers
C3 Pizzicato Polka
C4 Sleeping Beauty Waltz
C5 The Emperor Waltz
C6 Lullaby
D1 Swan Lake (Prelude)
D2 Scheherazade / Symphonic Suite (Op. 35)
D3 Tales From Vienna Woods
D4 Serenade
D5 Swan Lake Waltz
Overtures, Concertos And Symphonies
E1 The 1812 Overture (Op. 49)
E2 9th Symphony (Finale)
F1 Piano Concerto No. I In B Flat Minor (Op. 23) (Excerpt)
F2 Eine Kleine Nachtmusik
F3 Brandenburg Concerto No. 4 In G (1st Movement - Allegro)
F4 Piano Concerto No. 21 (Excerpt)
Romantic Harmonies & Symphonic Dances
G1 Romeo And Juliet
G2 Les Sylphides
G3 New World Symphony (2nd Movement) (Excerpt)
G4 Midsummer Night's Dream (Excerpt)
G5 Moonlight Sonata - Adagio Sostenuto
G6 Four Seasons (Autumn)
G7 Solveig's Song (From Peer Gynt Suite)
H1 Tritsch, Tratsch Polka
H2 Sabre Dance
H3 Les Patineurs
H4 Hungarian Dance No. 5
H5 Dance Of The Sugar Plum Fairy
H6 Pizzicato (From 'Sylvia')
H7 Dance Of The Tumblers",discogs,13759816,discogs,,,,,,,,,,,,,,,,Ronco RTD-4 2020,split,already-separate-in-source,https://www.discogs.com/release/13759816,yes,Exact,130,no,no
DG-0177,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,177,Alexander Borodin; Amilcare Ponchielli; Anton Rubinstein; Bedřich Smetana; Camille Saint-Saëns; Carl Maria Von Weber; Charles Gounod; Claude Debussy; Daniel-Francois-Esprit Auber; Edvard Grieg; Emil Waldteufel; Engelbert Humperdinck (2); Felix Mendelssohn-Bartholdy; Ferdinand Hérold; Franz Lehár; Franz Liszt; Franz Schubert; Franz von Suppé; Friedrich Von Flotow; Gabriel Pierné; Georg Friedrich Händel; Georges Bizet; Giacomo Puccini; Gioacchino Rossini; Giuseppe Verdi; Hector Berlioz; Jacques Offenbach; Johann Strauss Jr.; Johann Strauss Sr.; Johannes Brahms; Maurice Ravel; Mikhail Ivanovich Glinka; Modest Mussorgsky; Niccolò Paganini; Pablo de Sarasate; Paul Dukas; Pietro Mascagni; Pyotr Ilyich Tchaikovsky; Richard Wagner; Sir Arthur Sullivan; Sir Edward Elgar; Wolfgang Amadeus Mozart,legacy,Alexander Gibson; Josef Leo Gruber; Massimo Freccia; René Leibowitz; Sir Adrian Boult; Victor Desarzens,legacy,Arthur Fiedler (Liner Notes [Introduction]); Orchester Der Wiener Staatsoper (Orchestra); Orchestra Filarmonica Di Roma (Orchestra); Orchestre De La Societe Des Concerts Symphoniques De Paris (Orchestra); The New Symphony Orchestra Of London (Orchestra); Lauros-Giraudon (Photography By [Cover]); Various,discogs,Festival Of Light Classical Music,legacy,Reader's Digest,discogs,RDM,legacy,1960,legacy,1960,legacy,Mono,legacy,"A1 Capriccio Italien, Op. 45
A2 Menuet Des Follets
A3 Danse Des Sylphes
A4 Rakoczy - Mars
B1 Donner Und Blitz Polka
B2 De Moldau (No. 2 Uit :Mijn Vaderland
B3 Andante Cantabile Uit Het Kwartet In D, Op 11
B4 Die Walkure: Walkurenritt
C1 Hongaarse Rapsodie No. 2
C2 Rosamunde: Entr'Acte
C3 Zigeunerweisen, Op. 20
D1 Hansel Und Gretel: Ouverture
D2 Midzomernachtsdroom: Nocturne
D3 Gold Und Silber - Walzer
E1 Semiramis: Ouverture
E2 Ballet De Schone Slaapster, Wals
E3 Slavische Mars, Op. 31
F1 Zampa: Ouverture
F2 Xerxes: Largo
F3 Die Gotterdammerung: Siegfried's Rheinfahrt
G1 Suite Uit Carmen (1)
G2 Hoffmans Vertellingen: Barcarolle ( 1 )
G3 Estudiantina - Wals, Op. 191 (2)
H1 Bolero (1)
H2 Faust: Balletmuziek (1)
I1 Dichter Und Bauer: Ouverture
I2 Aufforderung Zum Tanz, Op. 65
I3 Perpetuum Mobile, Op. 11
I4 Tritsch - Tratsch - Polka, Op. 214
J1 Lohengrin: Voorspel 3de Bedrijf
J2 Noorse Dans, Op. 35 No. 1
J3 Ouverture 1812
K1 De Bruiloft Van Figaro: Ouverture
K2 Manon Lescout: Intermezzo
K3 Prins Igor: Ouverture
L1 L' Apprenti Sorcier
L2 Petite Suite: En Bateau
L3 Orpheus In De Onderwereld: Ouverture
M1 Ouverture Fingalshohle
M2 Les Preludes
N1 Pomp And Circumstance March, No. 1 In D, Op. 39
N2 Nacht Op De Kale Berg
N3 Ouverture Di Ballo
O1 Ouverture Die Leichte Cavalerie
O2 G'schichte Aus Dem Wiener Wald
O3 Liebestraum, Op. 62, No. 3
O4 Radetzky - Mars
P1 Martha: Ouverture
P2 Kunstlerleben
P3 Marche Militaire
Q1 Roeslan En Loedmilla: Ouverture
Q2 Kamennoi - Ostrow
Q3 Wilhelm Tell: Ouverture
R1 Aida: Grote Mars
R2 La Traviata: Voorspel 1ste En 3de Bedrijf
R3 Cavalleia Rusticana: Intermezzo
R4 La Gioconda: Dans Der Uren
S1 Eine Kleine Nachtmusik, Serenade, KV 525
S2 An Der Schonen Blauen Donau, Wals Op. 314
T1 Akademische Festouverture
T2 Hongaarse Rapsodie No. 9
U1 Les Diamants De La Couronne: Ouverture
U2 Marche Funebre D'une Marionette
U3 Mars Van De Tinnen Soldaatjes
U4 Danse Macabre, Symfonisch Gedicht, Op. 40
V1 La Valse
V2 Prins Igor: Polowtser Dansen
W1 Notenkrakerssuite, Op. 71A
W2 Ouverture Miniature
W3 Mars, Dans Van De Fee Suikerboon
W4 Trepak
W5 Arabische Dans
W6 Chinese Dans
W7 Dans Van De Toverfluit
W8 Bloemenwals
X Het Zwanenmeer: Balletsuite",discogs,3750341,discogs,,,,,,,,,,,,,,,,Reader's Digest RDM,split,already-separate-in-source,https://www.discogs.com/release/3750341,yes,Label+Cat,76,no,no
DG-0178,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,178,Various,legacy,Various,legacy,Various,discogs,Mood Music For Listening And Relaxation,legacy,Reader's Digest,discogs,RDS 6020,legacy,1963,legacy,1963,legacy,Stereo,legacy,"Candlelight And Wine
A1 September in the Rain
A2 I've Got You Under My Skin
A3 Lazy Afternoon
A4 Hey There
A5 In the Still of the Night
A6 More Then You Know
B1 Autumn Nocturne
B2 You Go to My Head
B3 Misty
B4 There Are Such Things
B5 Hands Across the Table
B6 Time on My Hands
Softly As In A Serenade
C1 The Breeze And I
C2 Charmaine
C3 Dancing in the Dark
C4 Yellow Bird
C5 Night and Day
C6 Soon
D1 Moonlight and Roses
D2 Cnadian Sunset
D3 Speak Low
D4 Ebb Tide
D5 Hi-Lili, Hi-Lo
D6 Look for the Silver Lining
Lollipops
E1 Syncopated Clock
E2 Perpetual Motion
E3 Pavane
E4 Swedish Rhapsody
F1 Il Sinor Bruschino Overture
F2 Pizzicato Polka
F3 Humoresque
F4 Two Slavonic Dances
Romantic Piano Melodies
G1 Piano Concerto (Excerpt)
G2 Grand Polonaise
G3 Piano Concerto No.2 (Excerpt)
H1 Second Piano Concerto (Scherzo)
H2 18th Varation from Rhapsody on a Theme by Paganini
H3 Hungarian Fantasy",discogs,16101746,discogs,,,,,,,,,,,,,,,,Reader's Digest RDS 6020,split,already-separate-in-source,https://www.discogs.com/release/16101746,yes,Exact,146,no,no
DG-0179,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,179,Unknown,legacy,Unknown,legacy,Gordon Smith (2) (Compilation Producer); Simon Smith (Compilation Producer); Paula Browne (Graphic Design); Georges Bizet; Richard Strauss; Richard Wagner; Johann Strauss Jr.; Gioacchino Rossini; Giuseppe Verdi; Giacomo Puccini; Wolfgang Amadeus Mozart; Francesco Cilea; Ruggiero Leoncavallo; Pyotr Ilyich Tchaikovsky; Benjamin Godard; Léo Delibes; Franz Schubert; Aram Khatchaturian; Charles Gounod,discogs,Opera And Ballet Gold,legacy,Effects,discogs,EGS/4/5010,legacy,Various/unknown,legacy,1981,legacy,Stereo,legacy,"Volume 1 - Side A
Carmen Suite No.1
2 Waltzes From Der Rosenkavalier
Volume 1 - Side B
3 Prelude To Act 3 Of Lohengrin
4 Die Fledermaus Waltz
5 Overture To William Tell
6 Grand March From Aida
Volume 2 - Side C
1 Deserto Sulla Terra (Troubador)
2 Ch'ella Mi Creda
3 Dies Bildnis Ist Bezaubernd Schoen
4 E La Solita Storida (L'arlesienna)
5 Margerete Salut (Faust)
6 La Mattinata (Cavalleria Rusticana)
Volume 2 - Side D
1 Celeste Aida (Aida)
2 E Lucevan Le Stelle (Tosca)
3 How Far Away You Seem Now (Onegin)
4 Berceuse (Jocelyn)
5 Oh Woman Is Fickle (La Donna É Mobile)
Volume 3 - Side E
Selections From The Nutcracker Suite
Selections From Swan lake
Volume 3 - Side B
1 Suite From The Sleeping Beauty
Volume 4 - Side A
1 Suite From Coppelia
2 Suite From Sylvia
Volume 4 - Side B
1 Ballet Music From Aida
2 Ballet Music From Rosamunde
3 Sabre Dance From Gayaneh",discogs,15134573,discogs,,,,,,,,,,,,,,,,Effects EGS/4/5010,split,already-separate-in-source,https://www.discogs.com/release/15134573,yes,Exact,130,no,no
DG-0180,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,180,Various,legacy,Various,legacy,Various,legacy,Eric Robinson's World of Music,legacy,,,RDS9860,legacy,Various/unknown,legacy,1972,legacy,Stereo,legacy,Assorted orchestral and light-classical favourites (box-set disc),legacy,,,,,,,,,,,,,,,,,,RDS9860,bare-catno,no-label-present,,no,Not found,,no,no
DG-0181,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,181,Unknown,legacy,Unknown,legacy,Various,discogs,Stardust,legacy,Reader's Digest,discogs,RDS 6861,legacy,Various/unknown,legacy,1971,legacy,Stereo,legacy,"Stardust Remembers
A1 Stardust
A2 Fly Me To The Moon
A3 Night And Day
A4 Sometimes I'm Happy
A5 I Concentrate On You
A6 Just One Of Those Things
B1 The Isle Of Capri
B2 I'll See You In My Dreams
B3 What Is This Thing Called Love?
B4 Laura
B5 As Time Goes By
B6 My Heart Stood Still
Stardust In Love
C1 Lover
C2 My Funny Valentine
C3 You Go To My Head
C4 Charmaine
C5 The Nearness Of You
C6 Remember
D1 Poor Butterfly
D2 Body And Soul
D3 Deep Purple
D4 Bidin' My Time
D5 Goodnight, Sweetheart
D6 September Song
Stardust In Blue
E1 Birth Of The Blues
E2 Blues In The Night
E3 Stormy Weather
E4 Come Rain Or Come Shine
E5 You Made Me Love You
E6 St. Louis Blues
F1 Begin The Beguine
F2 April In Paris
F3 Where Or When
F4 How High The Moon
F5 Embraceable You
F6 Always
Stardust Gets Happy
G1 Dancing In The Dark
G2 Dinah
G3 Little White Lies
G4 Get Happy
G5 Darktown Strutters' Ball
G6 Some Of These Days
H1 Peg O' My Heart
H2 For Me And My Gal
H3 Swanee
H4 La Vie En Rose
H5 I Wonder Who's Kissing Her Now
H6 Easter Parade
Stardust Rendezvous
I1 My Melancholy Baby
I2 Blue Moon
I3 All Alone
I4 Among My Souvenirs
I5 I'll Be Seeing You
I6 Smoke Gets In Your Eyes
J1 I Believe
J2 Without A Song
J3 Till The End Of Time
J4 You'll Never Walk Alone
J5 Because
J6 God Bless America
Stardust Romance
K1 These Foolish Things Remind Me Of You
K2 I'm In The Mood For Love
K3 How Deep Is The Ocean
K4 I'll Get By
K5 Love Me Or Leave Me
K6 The Man I Love
L1 Tenderly
L2 Thanks For The Memory
L3 Love Walked In
L4 Over The Rainbow
L5 Some Enchanted Evening
L6 Let Me Call You Sweetheart
Stardust And Sunshine
M1 Pennies From Heaven
M2 All The Things You Are
M3 On The Sunny Side Of The Street
M4 Zing! Went The Strings Of My Heart
M5 Bewitched
M6 April Showers
N1 Happy Days Are Here Again
N2 Lover Come Back To Me
N3 My Blue Heaven
N4 I Can't Give You Anything But Love
N5 Ballin' The Jack
N6 Great Day
Stardust Goes Travelling
O1 Ebb Tide
O2 That Old Black Magic
O3 Summertime
O4 Autumn Leaves
O5 I've Got You Under My Skin
O6 Beyond The Blue Horizon
P1 Tea For Two
P2 What A Diff'rence A Day Makes
P3 Marie
P4 A Pretty Girl Is Like A Melody
P5 'S Wonderful
P6 Bye Bye Blackbird
Stardust Gets Rhythm
Q1 I Got Rhythm
Q2 I've Got The World On A String
Q3 After You've Gone
Q4 Chicago
Q5 Exactly Like You
Q6 Button Up Your Overcoat
R1 Shine On Harvest Moon
R2 Alexander's Ragtime Band
R3 Wait Till The Sun Shines, Nelly
R4 Dardanella
R5 Tiger Rag
R6 By The Beautiful Sea",discogs,8814436,discogs,,,,,,,,,,,,,,,,Reader's Digest RDS 6861,split,already-separate-in-source,https://www.discogs.com/release/8814436,yes,Exact,130,no,no
DG-0182,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,182,Unknown,legacy,Unknown,legacy,Various,discogs,Broadway Festival,legacy,Reader's Digest,discogs,DRDS 9131,legacy,Various/unknown,legacy,1975,legacy,Stereo,legacy,"A1 Night And Day
A2 Tonight
A3 People WIll Say We're In Love
A4 So In Love
A5 I Could Have Dance All Night
A6 76 Trombones
B1 With A Song In My Heart
B2 Somebody Loves Me
B3 All The Things You Are
B4 Tea For Two
B5 Sound Of Music
B6 Yesterdays",discogs,5905854,discogs,,,,,,,,,,,,,,,,Reader's Digest DRDS 9131,split,already-separate-in-source,https://www.discogs.com/release/5905854,yes,Label+Cat,50,no,no
